Description,,Summary Amt.
Beginning balance as of 01/01/2022,,"80801.62"
Total credits,,"382288.88"
Total debits,,"-441050.54"
Ending balance as of 12/31/2022,,"22039.96"

Date,Description,Amount,Running Bal.
02/10/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12558264400XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12558264400XT\NTE*INV*SW US 846 38 ZBYPFP722,\","896.27","96797.75"
02/10/2022,"ADYEN INC DES:TWBCFFHHEA ID:TX12558264501XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12558264501XT**TX12558264501XT\R MR*IK*SW US 84638 ZBYPFP723,TX125582\","13.98","96811.73"
02/10/2022,"Check 3067","-1000.00","95811.73"
02/10/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-2925.44","92886.29"
02/11/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12608537600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12608537600XT\NTE*INV*SW US 846 38 ZBYPFP724,\","950.64","93836.93"
02/11/2022,"DoorDash, Inc. DES:22999 ID:ST-R7E7Q7D2Y8U3 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","226.62","94063.55"
02/11/2022,"GRUBHUB INC DES:Feb Actvty ID:22021109UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","51.67","94115.22"
02/11/2022,"ADYEN INC DES:TWBCGAIAAJ ID:TX12608537901XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12608537901XT**TX12608537901XT\R MR*IK*SW US 84638 ZBYPFP725,TX126085\","40.99","94156.21"
02/11/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-581.46","93574.75"
02/14/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12712095600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12712095600XT\NTE*INV*SW US 846 38 ZBYPFP726,\","2585.82","96160.57"
02/14/2022,"BKOFAMERICA MOBILE 02/13 3670380985 DEPOSIT *MOBILE CA","740.52","96901.09"
02/14/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21176159 CO ID:1331124422 CCD","170.84","97071.93"
02/14/2022,"ADYEN INC DES:TWBCHBAIAB ID:TX12712095701XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12712095701XT**TX12712095701XT\R MR*IK*SW US 84638 ZBYPFP727,TX127120\","45.79","97117.72"
02/14/2022,"BAY ALARM COMPANY 02/12 PURCHASE 925-808-4311 CA DEBIT CARD *3649","-68.00","97049.72"
02/14/2022,"Online Banking transfer to CHK 3682 Confirmation# 2268621348","-1100.00","95949.72"
02/14/2022,"Online Banking transfer to CHK 3682 Confirmation# 1268687222","-1270.00","94679.72"
02/14/2022,"Online Banking transfer to CHK 3682 Confirmation# 1477374744","-2300.00","92379.72"
02/14/2022,"RALPHS #0 1978 02/14 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-31.01","92348.71"
02/14/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:ABACUS-PAYROLL TAX CO ID:1262125540 CCD","-1171.15","91177.56"
02/14/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:DIRECT DEPOSIT CO ID:1262125540 CCD","-1004.84","90172.72"
02/14/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-322.34","89850.38"
02/14/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:BILLING CO ID:1262125540 CCD","-40.00","89810.38"
02/15/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12757674500XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12757674500XT\NTE*INV*SW US 846 38 ZBYPFP728,\","771.02","90581.40"
02/15/2022,"Online Banking transfer from CHK 2900 Confirmation# 2594627072","500.00","91081.40"
02/15/2022,"ADYEN INC DES:TWBCHFEHAH ID:TX12757675401XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12757675401XT**TX12757675401XT\R MR*IK*SW US 84638 ZBYPFP729,TX127576\","34.23","91115.63"
02/15/2022,"UBER USA 6787 DES:EDI PAYMNT ID:E34Q9XD99GMLAMG INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*E34Q9XD99G*Store ID:22999-093286\","8.06","91123.69"
02/15/2022,"ARCO42599001 02/15 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-30.65","91093.04"
02/15/2022,"LADWP DES:WEB PAY ID:4238131000 INDN:ANET KESISOGLU CO ID:4956000736 WEB","-2000.71","89092.33"
02/16/2022,"Deposit","3300.00","92392.33"
02/16/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12815536600XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12815536600XT\NTE*INV*SW US 846 38 ZBYPFP730,\","775.37","93167.70"
02/16/2022,"ADYEN INC DES:TWBCIBFACH ID:TX12815537001XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12815537001XT**TX12815537001XT\R MR*IK*SW US 84638 ZBYPFP731,TX128155\","19.87","93187.57"
02/16/2022,"Online Banking transfer to CHK 3682 Confirmation# 3503456775","-2800.00","90387.57"
02/16/2022,"Check 10800","-641.16","89746.41"
02/16/2022,"Check 10801","-870.50","88875.91"
02/17/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12856482000XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12856482000XT\NTE*INV*SW US 846 38 ZBYPFP733,\","850.97","89726.88"
02/17/2022,"ADYEN INC DES:TWBCIFFJFD ID:TX12856482301XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12856482301XT**TX12856482301XT\R MR*IK*SW US 84638 ZBYPFP732,TX128564\","7.74","89734.62"
02/17/2022,"Check 10802","-1223.45","88511.17"
02/17/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-1430.47","87080.70"
02/18/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX12898043700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX12898043700XT\NTE*INV*SW US 846 38 ZBYPFP734,\","856.70","87937.40"
02/18/2022,"DoorDash, Inc. DES:22999 ID:ST-S0D5U0Y3J8A4 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","121.53","88058.93"
02/18/2022,"GRUBHUB INC DES:Feb Actvty ID:22021816UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","86.20","88145.13"
02/18/2022,"ADYEN INC DES:TWBCIJHFFE ID:TX12898043801XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX12898043801XT**TX12898043801XT\R MR*IK*SW US 84638 ZBYPFP735,TX128980\","56.77","88201.90"
02/18/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-712.65","87489.25"
02/22/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13019112700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13019112700XT\NTE*INV*SW US 846 38 ZBYPFP737,\","3353.69","90842.94"
02/22/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21199074 CO ID:1331124422 CCD","45.58","90888.52"
02/22/2022,"ADYEN INC DES:TWBDABFJJD ID:TX13019113301XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13019113301XT**TX13019113301XT\R MR*IK*SW US 84638 ZBYPFP736,TX130191\","33.59","90922.11"
02/22/2022,"CALI PIZZA KITC INC #23 02/17 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-27.65","90894.46"
02/22/2022,"ARCO42599001 02/21 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-42.00","90852.46"
02/22/2022,"Online Banking transfer to CHK 3682 Confirmation# 2254663625","-800.00","90052.46"
02/22/2022,"RALPHS #0 1978 02/22 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-50.00","90002.46"
02/22/2022,"Check 10799","-305.18","89697.28"
02/22/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-399.79","89297.49"
02/23/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13071983500XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13071983500XT\NTE*INV*SW US 846 38 ZBYPFP738,\","870.76","90168.25"
02/23/2022,"EZCATER INC DES:CAT PMTS ID:289815 INDN:SUBWAY CO ID:1453073013 CCD","247.13","90415.38"
02/23/2022,"UBER USA 6787 DES:EDI PAYMNT ID:YTWRGTON2OGEBSL INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*YTWRGTON2O*Store ID:22999-093286\","44.14","90459.52"
02/23/2022,"ADYEN INC DES:TWBDAGJEDH ID:TX13071984501XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13071984501XT**TX13071984501XT\R MR*IK*SW US 84638 ZBYPFP739,TX130719\","12.72","90472.24"
02/24/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13121901700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13121901700XT\NTE*INV*SW US 846 38 ZBYPFP740,\","711.32","91183.56"
02/24/2022,"ADYEN INC DES:TWBDBCBDIC ID:TX13121902001XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13121902001XT**TX13121902001XT\R MR*IK*SW US 84638 ZBYPFP741,TX131219\","43.94","91227.50"
02/24/2022,"WAL-MART #2526 02/24 PURCHASE PORTER RANCH CA DEBIT CARD *3649","-125.25","91102.25"
02/24/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-2987.58","88114.67"
02/25/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13164376200XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13164376200XT\NTE*INV*SW US 846 38 ZBYPFP743,\","861.80","88976.47"
02/25/2022,"DoorDash, Inc. DES:22999 ID:ST-J6Z4I0X2X9Z8 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","201.02","89177.49"
02/25/2022,"GRUBHUB INC DES:Feb Actvty ID:22022523UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","27.96","89205.45"
02/25/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-643.64","88561.81"
02/28/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13264702200XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13264702200XT\NTE*INV*SW US 846 38 ZBYPFP745,\","2098.96","90660.77"
02/28/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21222046 CO ID:1331124422 CCD","120.96","90781.73"
02/28/2022,"Online Banking transfer from CHK 2088 Confirmation# 3390813095","120.00","90901.73"
02/28/2022,"ADYEN INC DES:TWBDCGCEJA ID:TX13264702501XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13264702501XT**TX13264702501XT\R MR*IK*SW US 84638 ZBYPFP744,TX132647\","9.75","90911.48"
02/28/2022,"MCC HOMEOWNERS GW 02/25 PURCHASE 888-637-2176 CA DEBIT CARD *3649","-405.25","90506.23"
02/28/2022,"ARCO42107001 02/26 PURCHASE NORTH HILLS CA DEBIT CARD *3649","-55.35","90450.88"
02/28/2022,"Online Banking transfer to CHK 3682 Confirmation# 6208918345","-1000.00","89450.88"
02/28/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:ABACUS-PAYROLL TAX CO ID:1262125540 CCD","-1033.03","88417.85"
02/28/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:DIRECT DEPOSIT CO ID:1262125540 CCD","-1004.84","87413.01"
02/28/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-359.23","87053.78"
02/28/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:BILLING CO ID:1262125540 CCD","-40.00","87013.78"
03/01/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13309826500XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13309826500XT\NTE*INV*SW US 846 38 ZBYPFP746,\","847.79","87861.57"
03/01/2022,"Online Banking transfer from CHK 2900 Confirmation# 7217312560","500.00","88361.57"
03/01/2022,"Online Banking transfer from CHK 2088 Confirmation# 5317316507","250.00","88611.57"
03/01/2022,"UBER USA 6787 DES:EDI PAYMNT ID:0OB7K9DWYP14JE7 INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*0OB7K9DWYP*Store ID:22999-093286\","36.36","88647.93"
03/01/2022,"PATXIS PIZZA 02/27 PURCHASE 818-7965311 CA DEBIT CARD *3649","-90.75","88557.18"
03/01/2022,"RALPHS #0127 1 03/01 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-12.66","88544.52"
03/01/2022,"Check 10803","-309.84","88234.68"
03/01/2022,"Check 10805","-425.32","87809.36"
03/01/2022,"DTT, INC DES:SERVICES ID:2673235 INDN:ANET KESISOGLY CO ID:5330903620 CCD","-121.19","87688.17"
03/02/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13365204900XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13365204900XT\NTE*INV*SW US 846 38 ZBYPFP747,\","798.05","88486.22"
03/02/2022,"ADYEN INC DES:TWBDDGEGIC ID:TX13365205201XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13365205201XT**TX13365205201XT\R MR*IK*SW US 84638 ZBYPFP748,TX133652\","14.87","88501.09"
03/02/2022,"Check 10804","-745.05","87756.04"
03/02/2022,"Check 10806","-1076.33","86679.71"
03/03/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13409944500XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13409944500XT\NTE*INV*SW US 846 38 ZBYPFP749,\","977.05","87656.76"
03/03/2022,"Online Banking transfer from CHK 2088 Confirmation# 6532915878","225.00","87881.76"
03/03/2022,"ADYEN INC DES:TWBDEAHFJH ID:TX13409944901XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13409944901XT**TX13409944901XT\R MR*IK*SW US 84638 ZBYPFP750,TX134099\","18.65","87900.41"
03/03/2022,"TAVERN SERVICE COMPANY 03/02 PURCHASE 818-349-0287 CA DEBIT CARD *3649","-36.00","87864.41"
03/03/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-1789.48","86074.93"
03/04/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13454481300XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13454481300XT\NTE*INV*SW US 846 38 ZBYPFP752,\","1042.55","87117.48"
03/04/2022,"DoorDash, Inc. DES:22999 ID:ST-N0W5Y5J7B2M8 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","230.64","87348.12"
03/04/2022,"Online Banking transfer from CHK 2088 Confirmation# 1341009616","100.00","87448.12"
03/04/2022,"ADYEN INC DES:TWBDEFDJCB ID:TX13454481401XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13454481401XT**TX13454481401XT\R MR*IK*SW US 84638 ZBYPFP751,TX134544\","12.08","87460.20"
03/04/2022,"Wal-Mart Super 03/04 PURCHASE PORTER RANCH CA DEBIT CARD *3649","-81.90","87378.30"
03/04/2022,"Check 3079","-220.00","87158.30"
03/04/2022,"SHAPELL PROP DES:RENTAL ID:350889642 INDN:Subway Real Estate Cor CO ID:18009586AB WEB","-5267.00","81891.30"
03/04/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-653.16","81238.14"
03/04/2022,"DOCTORSASSOCINC DES:HARDWARE ID:22999S INDN:Anet Kesisoglu CO ID:3160847134 CCD","-58.37","81179.77"
03/07/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13549832400XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13549832400XT\NTE*INV*SW US 846 38 ZBYPFP754,\","2451.01","83630.78"
03/07/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21245049 CO ID:1331124422 CCD","106.18","83736.96"
03/07/2022,"ADYEN INC DES:TWBDFEJDIE ID:TX13549833001XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13549833001XT**TX13549833001XT\R MR*IK*SW US 84638 ZBYPFP753,TX135498\","93.03","83829.99"
03/07/2022,"WM SUPERCENTER #2526 03/04 REFUND PORTER RANCH CA DEBIT CARD *3649","5.48","83835.47"
03/07/2022,"RALPHS #0 1978 03/05 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-42.03","83793.44"
03/07/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-366.38","83427.06"
03/07/2022,"CNA ACH DES:PREM-PYMT ID:3015379277 INDN:PORTER RANCH SUBWAY, I CO ID:9896553001 CCD","-231.50","83195.56"
03/08/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13602839300XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13602839300XT\NTE*INV*SW US 846 38 ZBYPFP755,\","720.54","83916.10"
03/08/2022,"UBER USA 6787 DES:EDI PAYMNT ID:9ZZTJO4I2BS4IZ4 INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*9ZZTJO4I2B*Store ID:22999-093286\","49.36","83965.46"
03/08/2022,"ADYEN INC DES:TWBDGABFBI ID:TX13602839501XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13602839501XT**TX13602839501XT\R MR*IK*SW US 84638 ZBYPFP756,TX136028\","23.32","83988.78"
03/08/2022,"WM SUPERC Wal- 03/08 PURCHASE PORTER RANCH CA DEBIT CARD *3649","-14.08","83974.70"
03/09/2022,"Deposit","2214.00","86188.70"
03/09/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13659060800XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13659060800XT\NTE*INV*SW US 846 38 ZBYPFP757,\","1002.72","87191.42"
03/09/2022,"ADYEN INC DES:TWBDGFHBGJ ID:TX13659061301XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13659061301XT**TX13659061301XT\R MR*IK*SW US 84638 ZBYPFP758,TX136590\","36.04","87227.46"
03/09/2022,"WAL-MART #2526 SE2 03/08 REFUND PORTER RANCH CA DEBIT CARD *3649","23.91","87251.37"
03/09/2022,"NEXGEN EXTERMINATING 03/08 PURCHASE 714-869-3107 CA DEBIT CARD *3649","-60.00","87191.37"
03/09/2022,"RALPHS #0 1978 03/09 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-18.44","87172.93"
03/09/2022,"LADWP DES:WEB PAY ID:4238131000 INDN:ANET KESISOGLU CO ID:4956000736 WEB","-971.20","86201.73"
03/10/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13703708200XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13703708200XT\NTE*INV*SW US 846 38 ZBYPFP759,\","785.98","86987.71"
03/10/2022,"ADYEN INC DES:TWBDHADECI ID:TX13703708301XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13703708301XT**TX13703708301XT\R MR*IK*SW US 84638 ZBYPFP760,TX137037\","3.72","86991.43"
03/10/2022,"AMTRUST NORTH AMERICA I 03/08 PURCHASE 877-5287878 OH DEBIT CARD *3649","-452.00","86539.43"
03/10/2022,"BUY BUY BABY NASH E-CMR 03/08 PURCHASE 973-785-4333 NJ DEBIT CARD *3649","-377.10","86162.33"
03/10/2022,"Online Banking transfer to CHK 3682 Confirmation# 6392748916","-500.00","85662.33"
03/10/2022,"ARCO42200001 03/10 PURCHASE NORTHRIDGE CA DEBIT CARD *3649","-45.89","85616.44"
03/10/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-2323.20","83293.24"
03/11/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13748433900XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13748433900XT\NTE*INV*SW US 846 38 ZBYPFP762,\","1036.02","84329.26"
03/11/2022,"DoorDash, Inc. DES:22999 ID:ST-H2Z1T6Z3U2C8 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","168.99","84498.25"
03/11/2022,"GRUBHUB INC DES:Mar Actvty ID:22031109UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","78.56","84576.81"
03/11/2022,"ADYEN INC DES:TWBDHEIBEJ ID:TX13748434101XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13748434101XT**TX13748434101XT\R MR*IK*SW US 84638 ZBYPFP761,TX137484\","36.30","84613.11"
03/11/2022,"Online Banking transfer to CHK 3682 Confirmation# 3402252064","-400.00","84213.11"
03/11/2022,"Check 3075","-90.00","84123.11"
03/11/2022,"Check 3076","-660.00","83463.11"
03/11/2022,"DOCTORSASSOCINC DES:ROYALTIES ID:22999S INDN:Anet Kesisoglu CO ID:5160847134 CCD","-684.95","82778.16"
03/14/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13832238500XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13832238500XT\NTE*INV*SW US 846 38 ZBYPFP764,\","2391.67","85169.83"
03/14/2022,"Online Banking transfer from CHK 2088 Confirmation# 1228317943","200.00","85369.83"
03/14/2022,"ADYEN INC DES:TWBDHFCHDG ID:TX13832238601XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13832238601XT**TX13832238601XT\R MR*IK*SW US 84638 ZBYPFP763,TX138322\","67.90","85437.73"
03/14/2022,"SUBWAY CARD PROG DES:SBWYCRDPRG ID:22999-0 INDN:21268092 CO ID:1331124422 CCD","49.12","85486.85"
03/14/2022,"LIVING SPACES E COMMERC 03/11 PURCHASE 877-2667300 CA DEBIT CARD *3649","-10.78","85476.07"
03/14/2022,"Online Banking transfer to CHK 3682 Confirmation# 2506293324","-2300.00","83176.07"
03/14/2022,"Check 3081","-525.97","82650.10"
03/14/2022,"Check 3082","-34.00","82616.10"
03/14/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:DIRECT DEPOSIT CO ID:1262125540 CCD","-1004.85","81611.25"
03/14/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:ABACUS-PAYROLL TAX CO ID:1262125540 CCD","-878.09","80733.16"
03/14/2022,"SFAFT OPERATING DES:PREAUT PMT ID:22999S INDN:Anet Kesisoglu CO ID:9006352275 CCD","-378.83","80354.33"
03/14/2022,"PR07-PORTER RANC DES:Payroll ID:PR07 INDN:BILLING CO ID:1262125540 CCD","-40.00","80314.33"
03/15/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13872292300XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13872292300XT\NTE*INV*SW US 846 38 ZBYPFP765,\","845.68","81160.01"
03/15/2022,"Online Banking transfer from CHK 2900 Confirmation# 2535849296","500.00","81660.01"
03/15/2022,"UBER USA 6787 DES:EDI PAYMNT ID:GYDLU3FZ25VOI8J INDN:anet kesisoglu CO ID:3320456349 CCD PMT INFO:REF*TN*GYDLU3FZ25*Store ID:22999-093286\","69.96","81729.97"
03/15/2022,"Online Banking transfer from CHK 2088 Confirmation# 1139059827","45.00","81774.97"
03/15/2022,"Check 3083","-20.00","81754.97"
03/15/2022,"Check 10809","-1200.48","80554.49"
03/16/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13925885700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13925885700XT\NTE*INV*SW US 846 38 ZBYPFP767,\","1104.10","81658.59"
03/16/2022,"ADYEN INC DES:TWBDJBGFBH ID:TX13925885801XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX13925885801XT**TX13925885801XT\R MR*IK*SW US 84638 ZBYPFP766,TX139258\","27.07","81685.66"
03/16/2022,"Check 10807","-629.46","81056.20"
03/17/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX13979794900XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX13979794900XT\NTE*INV*SW US 846 38 ZBYPFP768,\","1058.24","82114.44"
03/17/2022,"SALADINOS INC DES:SALADINOS ID:S22999 INDN:SUBWAY-22999-NORTHRIDG CO ID:2942666781 PPD","-2411.94","79702.50"
03/18/2022,"ADYEN FBO DES:EDI PYMNTS ID:TX14020114700XT INDN:PORTER RANCH SUBWAY IN CO ID:WFBADYENA1 CCD PMT INFO:REF*TN*TX14020114700XT\NTE*INV*SW US 846 38 ZBYPFP770,\","539.72","80242.22"
03/18/2022,"DoorDash, Inc. DES:22999 ID:ST-G7X1I1P3D5G0 INDN:PORTER RANCH SUBWAY IN CO ID:4270465600 CCD","196.52","80438.74"
03/18/2022,"GRUBHUB INC DES:Mar Actvty ID:22031816UBbhSfh INDN:Porter Ranch Subway IN CO ID:1261328194 CCD","38.55","80477.29"
03/18/2022,"ADYEN INC DES:TWBDJJJHFF ID:TX14020115001XT INDN:PORTER RANCH SUBWAY IN CO ID:1263863381 CCD PMT INFO:TRN*1*TX14020115001XT**TX14020115001XT\R MR*IK*SW US 84638 ZBYPFP769,TX140201\","6.40","80483.69"
03/18/2022,"Check 3078","-250.00","80233.69"
03/18/2022,"Check 3085","-420.00","79813.69"
03/18/2022,"SHAPELL PROP DES:RENTAL ID:352152243 INDN:Subway Real Estate Cor CO ID:18009586AB WEB","-5267.00","74546.69"
